Comment,Abusive
Vastra ra ra,No
,
Rey pecchi puka madda kudu,Yes
Neku,No
Puku medha thatannu lagjakodaka,Yes
Mada guduvu ra,Yes
Gutha bhalisnitha gutha na kodaka,Yes
Nuvu asalu enduku bathukutunnavu ra lanjodka,Yes
Endhuku papa ma pranalatho adukuntunnav chi endhuku insta vaduthunnana anipisthundhi,Yes
Multi talent,No
Iam dead sorry I am dead,No
,
Last lo smile chusi kuda bathike unnavallu oka like,No
yevaru babu nvu entha telented ga vunav,No
Andaru kalsi okay sari pedithey saripotundii aa pook ganikii...,Yes
Na dawdala insta nenu vani kanna ni comments ki navvi navvi sachipoye tattu unna,Yes
Orey neku emi panileda vp,No
Vadu cheyaka pothe nv chey,No
ఒరేయ్ లంజా కొడకా ఇంతకు మొగుడు వాడుతున్నావ్. కొజ్జా లంజల పాటలు పాడుతూ గమ్మున కూర్చో,
,
em papam chesna ra nenu,No
Ra raaaa nee gudhalo gunpam dimputhaa,Yes
,
,
Remix gajji,No
Adreess pattu,No
,
Who is he?,No
Ammay kabatti inni rojulu evaru bad comments pettaledhu ika pedatharu akka neeku..,No
Ne ammani denga delete chai ra insta nuvvu ne Pataliputra chudaleka sachi potunna,Yes
Nuv unna unfollow cheai ra swamy,No
antha mana memers daya,No
Idi mash up song aaa,No
Koja na Kodaka,Yes
Vachi dhengutha unko sare rah ante,Yes
Maku endhi ra babu ee torcher,No
,
uppal group loki kotha saraku vchindhi,No
Nenu moon ki dengesta bro,Yes
,
Are insta delete chey raa,No
మీరు కావాలంటా ఎవరో ఒకరు వెళ్ళండి,
,
Are erri puku songs padaku ra babu,Yes
,
Nee denge ra puka kojja yadava,Yes
Niku assaluuu siggu aanedhey ledhaa,Yes
Enti maakenti tourcher chachipovalanipistondi,No
అరేయ్ నువ్వు మగాడివో కొజ్జా ఎవరు నువ్వు,
,
Avaru kavali ra,No
Arey oh lanjodkaa,Yes
Chavaledhaa inka veedu poindanukunna evaranna champeyandiraaaaa please,No
,
A   madapeti deng*ta medalu e rugupotai,Yes
,
Gojja,Yes
Nenu walkout,No
Rey nee moddaki pedda namaskaram,Yes
Space ki ticket entha broo,No
Pagal,Yes
Gudhapagilipodhi ra nv dhoruty,Yes
Urgent gaa India vadili denge raaa,No
,
,
ఇది ఎప్పుడు పాడారు ..,
Dey evaru nuvu intha talanted ga unnav,No
Gudha medha tanithey gadha la aguruthav,Yes
కామెంట్ పెట్టాలంటే సైలెంట్ lo పెట్టి పెట్టల్సివస్తుంది,
Le puka namadda gudi nuvvu vaste nenu denguthara,Yes
Puka,Yes
,
Nuvu kavaliiayaaaa rra ra kaduu ahh da da ah,Yes
Bro naa nidra motham poyendee,No
Neeku oka dhandam raa babu troll chesi vaadni akkadi varaku thisukupoyaru mundhu mimmalni thannali raa,No
ra Babu,No
Insta delete chesthunna broo,No
,
Are bevkuf na kodaka notlo mmoda,Yes
గుద్దలొ తంతే గద్దలా ఎగురూతవ్   .,
Navvuthunnadu bhayya eedu....,No
Mg,Yes
,
,
,
,
,
Best Mash-up song in Bollywood,No
,
,
,
Ey temple mundu kurchuntav ra,No
,
,
Ante Ippudu Idhi Rimix Anna Mata,No
Gaa#ndu ..,No
,
Ra puku,Yes
,
.praneeth mama adhi Nuvvu ra,
ediki oka chance evvaraa,No
,
,
Mind dengimdha dha entra niku,Yes
,
Orey vidu professional singer ankuntundu,No
Vaddhura pooda Rey...,No
Ne yaam puku r langa koda,Yes
Ahaa anniiyyaaa mashupss ahhh,No
OREY NAYANA. FIRST U. ALANTI SONGS PADAKARA PLZ. ANNAM KUDA THINABUDHI AVVADAM LEDHU,No
Rey erripuka appu ra babu,Yes
Madhya Shankar dhada Anduku Vachadu ra,No
𝔸𝕟𝕟𝕒 𝕧𝕒𝕕𝕦 𝕒𝕟𝕟𝕒,No
,
....,
Insta lo ki kotha singer vachadu ro pari pondi,No
బయట కనిపియ్యకు గడ్డపార దించుతరు వెనుక,
Avatanuvu,No
Niku        ra babu,No
"ఎవడ్రా వీడు పొద్దున్న, రాత్రి ఇందే నా వీడియోస్ ఇంస్టాగ్రామ్ ఓపెన్ చేయాలంటే భయం ఐతుంది రా       ",
Appuuuu raaaaaaaa babuuuuuu.,No
,
Hosa pratibe,
Endiraa babji maki racha,No
,
ఇంకోసారి వీడి వీడియోస్ పెడితే రిపోర్ట్ కొట్టీ బెంగుత,
Mem ela chachina neku parle nuv pamous avvali anthe ga,No
Are vinni ekkada ayina chupinchandi ra babu,No
Chodh mera,No
Rey Rey smashup ra ede guddalo gunapam denchestha neku nattu puka,Yes
Mi thapu ledhu insthsgram download chesinadhuku thapu nadhi,No
Sulliga,Yes
"Rey lovde   30,000 petti phone konna ippudu pagilipothundi ra nuvvu idnunchi dengayi",Yes
Enti mummy evadu eduu,No
Guddalo nulipurugulu unnattu endhuku raa.. Ala kadultunnav..,Yes
Nuv navvaku ra ayya  🏻    🏻,No
,
Mashup anukunta biyya,No
Rojurojuki manodiki confidence levels peaks ki pothunnayi,No
,
Ju ju mira Entra,No
madda gadu,Yes
,
Arey lanjakoduka na ph pagulithadhi iga,Yes
Pichi Nakoda car,Yes
no no no no no no,No
,
Orey panikimalinoda plz ra tum hi ho nuvuu padaaku ra... Adhi lovers ki chala istamaina pata plz   ⚰ ⚰ ⚰,No
,
,
,
Vadini champinodiki one lakh ista raaa,No
నీ గుడ్డ కావాలి ఎదవ,
Ni songs vinte singers motham ....,No
Oyre yavra nvu,No
Modda ciku ra ra,Yes
,
Nenu matram comments chuse ki vasta,No
Chodu theraaa,No
"Kurchi padatha peti dengithy ,_______-------gadu   ",
,
._dreamer,
,
ni lekkaney paduthunadu kadhara    same to same ah,No
Ethani band cheyadi ra Babu..... Chuda lekapothunam....,No
,
,
Broo vidi account pettu bro velli sampi dengutha ishtam ochinatlu chestunnadu,Yes
Gandu gaa evadra reels chusthunnappudu madhyalo rammannaru pichhi la** kodaka,Yes
Vodhu andi pls  🏼,
Mundu.. first ninnu dengalayyyaaa...,Yes
Reyy puka gunddato padutunnaventraaa...,Yes
nv kuda try chey ila oka song mixup,No
,
నీ తప్పు ఏమి లేదురా నేనే బలిసి ఇంస్టాగ్రామ్ ఇంస్టాల్ చేసా....,
Mashups malli munda ki,Yes
𝚁𝚎𝚎𝚎 𝚙𝚘𝚛𝚊 𝚛𝚎,No
Dey em ra mental,No
Modda gudu ra ra,Yes
Arey nee badha endi ra mammalni samputhunnav padi padi,
Vere level bro nunu pichi lanjoduka ahura uka,Yes
,
Mantel puka,Yes
Mashup ra edhi,No
crow voice super,No
,
,
.76     po mama pooo,
,
Rey Ni amma pukulo na sulla nuvvu padakura,Yes
,
Thu Thu Thu Thu,Yes
Vasta aagu,No
Appudey veedu Indian idol final level la feel ayipothunnadu,No
.smart_grek_,
,
Na dhi thapu bro play store lo Instagram download chasii videos chudadam nadhi thapui pinchi lanja kodaka bro vadu,
Rip my happiness,No
Sulliga ga poora r m songs r sulliga,No
Mashup chesthundu bayyo,Yes
Vidni big boss ki pampinchandi,No
pro mixer e kya,No
raaraa,No
Aagu vastunna aagu address pettu,No
Pora rey,No
Best erripuku award goes to mister erripuka,Yes
Vanni dengadra mundi,Yes
DHA dha kadhura ra ra,No
nene dorkinnara niku,No
Aray lonjodaka neku ega pani ledha sully ga ni Amma ni denga,Yes
Arey vadine evariena aapandi ra babu...vni vni chevi lo nundi blood vochesela undhi,No
Ediki ra vachedi nenu ranu Dobbeye,No
Enti ra vidi gola,No
Lovda dha dha .... lovde,Yes
nuvu first insta delete chay ra,No
Mudaa gudu raaa,Yes
Bro vadhini akkda inaa chupinchindhi broooo ( erragadda mental hospital,No
.k.a.s.h ha start chesta vishwas gade professor,
,
anduku bro Ela,No
,
okappudu signals ippudu antha fb and insta lo iepothundi ga,No
,
Oka sari trial veyocha,No
Signals evi bey,No
,
,
,
.kondapaneni,
,
Ilantivi kuda chestara reels      amma niyam,No
,
Msg me inbox,No
మీకు కూడా ఇప్పుడే టైం దొరికింద,
,
Entha mandiki echave signals,No
,
ఆంటీ ల తో PHD చేసిన మీ/- ఎవరిని పట్టుకుని ఏం మాట్లాడుతున్నావు తెలుసా,
Mari Intha karuvulo unnav Enti Bro Nuvu,No
correct ga chepav bhayya,No
he did phd on that any one have doughts u can contact him,No
join free full cource available,No
,
hi,No
Naku aunty kavali,Yes
,
,
join anta avu,No
Number 1 present mam,No
._abbu_,
,
,
endi anna,No
my lecturer,No
,
0.21,
,
,
,
ok,No
"  , ",
,
"8 inch, 40 mins stamina kavali ante msg cheyandi",No
,
Antha Mandi tinesi vuntaro,No
ఆల్జీబ్రా లెక్కలు అర్థం కాదు గాని సిగ్నల్స్ మాత్రం బాగానే అర్థం అవుతాయి... ఈ రోజుల్లో కుర్రోళ్ళకి,
,
,
,
,
Mowa njmea emo ani serious ga ear daggara pettukuna mbl,No
meru kuda bavunnaru andi,No
మీకు సిగ్గులేకుండా వున్నారు,
Course full link pettu mawa,No
,
,
edu expert,No
Thana I'd Eevandra Babu,No
,
,
course join avutava MAVA...,No
Join fees entha,No
మీరు ఆంటీ కాదా,
.avinash._pattapu,
,
,
Hello,No
Medamu garu,No
I   aunty's,
Naku తెలుసు,
fake account,No
Em bammardi Degree chestunava indulo,No
.sai_ nuvu cheyi bammardi job or businesses chesukovachu anta chestha,
untdi bammrdi,No
.sai_ idharam chedham dhaa bava maraa,
,
adhi faaaayku...,No
"నాకిష్టం చపాతీ 
 నువ్వు పోగట్టవ్ నా మతి",
,
నువ్వు నాతో పడుకునే ముందు నాకు నువ్వు ఎలాంటి సిగ్నల్ ఇస్తావు చెప్పు అందరికి,
,
,
fee pay chesta velli join avvu ra,No
కాల్ గర్ల్స్ హస్బెండ్ లేని ఇండిపెండెంట్ విమెన్ కావాలి అనుకుంటే నాకు వాటేసుప్ 8464827769 number ki మెసేజ్ చేయండి నేను 1000/- తీస్కొని మీకు వారి నెంబర్ అండ్ లొకేషన్ షేర్ చేసి సెట్ చేస్తాము..,
,
.abhishek468 po raa po. Nashanam kaaapo,
anduke join avvu ra coaching anta,
,No
,
.k.a.s.h MG,
nak telsu uncle nuv hyd lo adey chestunv ani,No
nuvvu kuda okka training course start cheyyi raa same ala neee,No
Worth worth varma worth,No
Arey adminuu kanisam oka tip eyinna cheppanivu raa ayya,No
,
Ew kukka puku munda enduku inka savaledu,Yes
.me.aj._,
0.2,
,
"Adanta kaadu bro, first aa signals ento cheppi saavu",No
Enti broo tips madhyalo distrub chesthavv,No
Ne akka puku ne puku la vuntae,Yes
Dheeni puku dengale first,Yes
,
Mundhu nv ra anty dhengutha,Yes
._.koppula,
,
,
,
Nuvv ravachuga,No
,
9000011107,
,
,
Any telugu girls or aunties here,No
Mi mallani yala set cheyalli lo chepandi,No
Meeru aithe Ela signal estaru mundu cheppandi,No
how it is possible,No
,
Money mind tho untai,No
nuvu join kaa,No
Hi good morning,No
,
"పుకూ లో దుల ఉంటే అమ్మయిలు, ఆంటీ లు message cheyandi పుకూ లో నుండి రసం    కరె వరకు మినిగిచుకుండం full kasiga chat chesukundam mi పుకూ లు రసం కారే వరకు నకుట   all safe and secure if u agree real meet also ok 🔐",
Ok Mari nuu kavali anukunte,No
Meeru signals cheptha anee video lo signals echaru...,No
me,No
Kurnool aunty and girls message me,No
మీకే try chesthanu,
Evarura merantha,No
hi...,No
,
Wow,No
"Neeku ishtam ite cheppu nenu needi cheekuta naakutanu inka kavali ante chestanu ok anukunte MSG chei personal gaa inbox lo urgently everyone secret gaa vuntundi Edanta 
 Evvarikaina ladies ki naa service kavali anukunte msg me",No
Anti ID pettandayyA,No
,
Aunty cheppu aunty naku auntys kavali,No
nice decision inko sari Ela matlathadu,No
Aunty's message cheyandi,No
yemiti andi meru pampondhi,No
,
Aunty nuvvu kariga vunnavu nee Karri puku ni dengutha nenu,Yes
Meru jagartha aunty,No
హాయ్ గర్ల్స్ నాకు సెక్స్ అంటే చాలా ఇష్టం మీలో సెక్స్ అంటే ఇంట్రెస్ట్ ఉండే మనీ ప్రాబ్లమ్స్ లో ఉన్న అమ్మాయిలు వెంటనే ఈ ఐడి కి మెసేజ్ చేయండి మనం చాలా సీక్రెట్ గా కలుద్దాం సెక్స్ చేద్దాం నేను మీకు మనీ ఇస్తాను,
హాయ్ గర్ల్స్ నాకు సెక్స్ అంటే చాలా ఇష్టం మీలో సెక్స్ అంటే ఇంట్రెస్ట్ ఉండే మనీ ప్రాబ్లమ్స్ లో ఉన్న అమ్మాయిలు వెంటనే ఈ ఐడి కి మెసేజ్ చేయండి మనం చాలా సీక్రెట్ గా కలుద్దాం సెక్స్ చేద్దాం నేను మీకు మనీ ఇస్తాను,
L,
Broo video edhi broo,No
Nuvvu raave nuvvu raa .... Vaallu veellu enduku,No
._shireesh_,
try this,No
nike,No
avunu bro,No
Screenshoot తీసి గూగుల్ లెన్స్ లో సెర్చ్ చెయ్యండి full వీడియో ఉంది youtube లో. ఇంపార్టెంట్ నోట్ ఆంటీ నుంచి వచ్చే సిగ్నల్స్ ఏలా ఉంటాయి అనే కాప్షన్ నుండి ఆంటీ ఫోటో వరకు క్రాప్ చేసి సెర్చ్ చెయ్యండి    . ఎంజాయ్,
,
First ninnu veyaali,No
ఫస్ట్ నిన్నే చేసుకోవాలో చెప్పు నువ్వు ఓకే అయితే తర్వాత వేరే వాళ్ల గురించి మాట్లాడదాం,
mawa e course lo join avvu raa manchi future undi nekuu,No
Hii,No
,
,
,
perfect course ra neeku,No
,
Vallu clarity ga ne unaru makeee ardhm kavatledu,No
Ninnu dengalani undi,Yes
,
kanchal ugini enjoy,
,
uppena aypoyinnu,
Ni srvc ni good the lo pet koo kani cmnts lo petaku,
"Odiyammooo …, konni days ite .., “Aunty Signals” telusukovadam ela !!!! Ani books kuda vastai emoo   ",No
Ne puku nukuthu ki photo bhej,Yes
KOTHA TALENT,No
Karma,No
Aunty nee mingutha,Yes
,
Only aunty's message me,No
.yarramsetti_ oreeey,
మీరు ఎవరికన్నా ఇచ్చారా సిగ్నల్,
"  ,  .p_g   ",
,
,
Srikakulam members message me,No
Sorry aunty Naku intrest ledhu,No
,
Bro full video link unte pettu bro,No
,
.___,
,
reyy ende ra,No
,
I need strong desire feelings girl frd,No
.12___,
Indirect ga Kali ga vunanu ani chepthundi anukunta,No
Hiiii,No
Madam,No
,
,
Ma pakka inte aunty unde Ela set cheyylo cheppu Abba kodega,No
,
Full video edi ra mowa,No
Aa course nerchukuni avidne try cheddam,No
That ha I think what ho what.,No
That ha I think what ho whatu .,No
Hi aunty girls,No
Aunty's msg me,No
నీ వెధవ Meme తగలెయ్యా... ముందు ఆ సిగ్నల్స్ ఏంటో చెప్పనివ్వచ్చు కదా,
he’s the expert,No
0.1017,
mama nerchuko raa neku baga paniki ostadi,No
Chachipo,No
,
.t.r_1001 join ayya anav edaaaa,
.durga.vlogs njoy,
Hi,No
meeru kuda alane ichara enti vere vallaki,No
Meeku thelisina aunties untey chepandi aunty,No
.jeevan,
Anna lulu video pattu,No
Aaaa,No
,
,
,
,
.anshu4011,
Post Novo elaga Vaastav Adi choppu,No
Nuvu rave,No
full video pettu mava,No
Institution pettukondi Pani vastadi meeku practical training evvadaniki,No
🏾 🏾 🏾,
నువ్వు ఎవడికి ఇచ్చావో మరి,
,
._kumar__ d,
Edhi oka peddha ____ Anni uuhincheskoni chepthadhi,
మిమ్మల్ని నమ్మి ట్రై చేస్తే మాకు వీపు పగిలిపోతుంది,
It's not fare ..bro.. give me full video link,No
,
,
,
,
,
I'm already done of course waiting for the offer letter ✉,No
Anthe gaa anthe gaa,No
,
,
did masters in this topic,No
Aunty puku dhegutha 5 hours,Yes
ఆవిడ   pettu,
aunty ids drop here...,No
Akariki దీని chisigani bating cheyalsi vastundi,
,
Cheppandi,No
,
"    just do this few steps …
 
 U will turn like me  ",No
,
Ne gudda,Yes
.obliviate_,
,
,
,
I love Hyderabad fat chubby aunty,No
,
Evaraa merantaaaaa 🦦,
Naku aunty kavali,No
,
It's promotion,No
Broo evarina link pettu kadha,No
,
,
,
Full course ekkada dorukutundi mawa,No
Nerchuko mAwa,No
First ni nunchi single yela vasthayi aunty,No
First e aunty ni dengali,Yes
is very interested,No
,
Hairy body boy here,No
ID pettu pettu,No
,
._74       veldham mawa,
.12___ veldham mawa baguntadhi,
0.16,
Exam material unda aunty,No
,
,
ఇది చెప్పింది విని నేర్చుకొని రేపు సమాజంలో ఏదైనా జరిగితే అమాయకపు అబ్బాయిలనే తిడతారు ఇలా నేర్పించిన వారిని ఏమి అనరు,
,
.koushik  .i.v.a.r.e.dd.y  .chefsai,
.lakeshrapaka,
,
Ni nember petu,No
Niku pedtha,No
Manaku chadhuvu tappa Anni intrest he ???,No
,
Ellochey ra babu nuvvu,No
,
.___  .__.extrovert.__,
I love only auntys,No
,
,
.nani_,
,
,
I love aunties,No
Kojja Munda.... YouTube lo money kosam.. Yak thu,Yes
,
Ni nunchi yela vastae signals,No
._     @,
.reddy.avuluri,
,
Baboiiiiii naku full video pettandibro,No
,
,
,
,
,
Examples okatena practicals kuda istara,No
,
.05  .099,
Hai madam,No
._revanth_07_._  .mr___.bunny,
Nv aunty ne kada nee daggara nundi Baga vastunnay signals,No
This is not true,No
Service available,No
bro search in YouTube,No
Madam I'd cheppandi,No
,
Nuvu alage echava aunthy signals,No
Amma,No
Free video call me,No
Etlanti signals naina kanipette antinas maa daggara unnai sallu chuste sarru mantadi boddu chuste burru anthadi puku isthadi pora anthadi maa antina,No
Naku evaranna aunty msg cheyandi from Hyderabad,No
అది యాంటినా నుంచి వచ్చే సిగ్నల్స్ ఏమో..,
,
,
,
,
Movie name chappu,No
avunaa,No
Saithan movie,No
avuna,No
,
,
,
,
,
pokka endi bro ....bokka anale,Yes
,
my friend special talent l****** koppa,Yes
ఎం అంటున్నావు ఎవరు అంటారు,
pokka ina bokka pettadam matram pakka kada bro,No
address pettu,No
,
,
,
,
,
Good movie  🎥,No
,
,
మనిషి వొనకడం కాదు మోడ్డ వొనకకుండ చూసుకుంటే చాలు,
,
Girllsss storyyy,No
,
,
Akka ani chepe dengethey bagutundhi,Yes
,
Naku first time evRanaa help chestara,No
emley,No
Realy,No
,
,
,
,
._0122,
,
akka,No
Ame Peru enti ?,No
,
,
రూ బాయ్ na,
.kv.1,
,
akka avarina ammayi unte set cheyachuga,No
,
,
,
mustoda,Yes
Dini I'd kavali ra,No
.noor.54922169 shaitan web series,
8296372342,
nannu dengu akka,Yes
,
Movie name at bro,No
,
saithan,No
,
avuna,No
,
Please follow my account,No
Devudu ante neeku eshtam unte vadailey,No
Manchithanam bava,No
So sweet,No
అమ్మాయి లు ఆంటీ లు ఎవరైకైనా సెక్స్ చెయ్యాలి అని ఉంటే.. నాకు మెసేజ్ చెయ్యండి... నేను మీ డీటేల్స్ అన్ని సీక్రెట్ గా ఉంచుతాను.... మనం మీట్ అయ్యి సెక్స్ చేసుకుందాం...సెక్స్ చాట్ కూడా చేసుకుందాం...,
what,No
Karipoindi anukunta,No
please inbox me,No
,
Available,No
hi,No
,
,
Unsatisfied aunty's numbers available,No
,
,
Kani mast undi kada,No
Service available,No
Adress,No
Nenu dengutha ninni plz nee puku Eva naaku,Yes
nenu na inbox lo message chay madam,No
.. vele kadha ne problem,
Akka ante universal name adi mari,No
,
,
._._here,
,
,
,
pora waste badcow niku cheppana nenu natho tittichukoku modda gudisipothav oka transgender ni nenu nuv evadu vallu evaru ra,Yes
,
,
,
,
Akka I love u Akka,No
,
,
._,
,
,
"Sukam kavali ante mess me aunties,boys",No
,
Etla download cheyali,No
Movie.name.bro,No
,
,
Her name pls,No
Service available,No
,
,
,
,
po ra hiv,No
vamoo,No
,
._md,
,
,
Dm me,No
Moive name please,No
Saithan web series on i bomma,No
,
evanu yavaduku Baya padalla,No
Same problem   na followers lo vunnaru ilanti vallu,No
,
,
,
,
ur scene,No
Same na deggira ki vachina vallu anthe,No
,
,
,
,
,
,
,
,
,
Paapam,No
,
,
._,
,
NXT Esedi ninne,No
,
lanja,Yes
waiting,No
,
,
,
.bathini_,
అక్క అంటావేంటి బ్రో పొక్కలో పెట్టకుండా,
,
,
Hyderabad tops,No
,
._.mahe._.86,
,
,
Manikanta,No
,
.unlucky._kid43,
.bogari,
.kar4751,
,
,
saithan,No
,
.rebel,
Langa leapu lungi eppu,Yes
,
,
,
,
,
Ponkalo pentu dhaniki donga lanja eam video lu pedthunav nuv,Yes
,
nuvve raa,No
.goud7,
నేను కూడా బ్రో నా భాద నీకేం తెలుసు,
"అక్క అంటావ్ ఎంటి బ్రో,book లొ పెట్టకుంట  ",
Any girl from hyd,No
,
,
Rey antra edi,No
,
,
.palnatii,
,
.madan_ enti broo nuvvu,
పూకుల సుల్లి పెట్టి దెగురా,
0.7,
Sarvice available,No
,
.here,
,
,
,
,
,
bhanu prakash,No
,
,
,
Movie name chappu bro,No
Movie name chappu bro please,No
Movie name chappu bro please,No
,
,
,
.innocent_rajuu,
,
,
,
,
Rey nenu aunty anipilecha ra,No
Mare.. Adhi kabati,No
.laddu09,
,
,
,
,
.adari,
,
,
.m,
shaitan movie,No
,
,
,
,
,
,
,
,
@,
.noor.54922169 saithan,
,
.x45,
,
,
Mari antha samskaram paniki radhu mawa,No
,
Movie name please,No
.noor.54922169 saithan,
,
గుంటూరు విజయవాడ ఆడవాళ్ళు(మాత్రమే) ఉంటే నాకు మెసేజ్ చేయండి ప్లీస్.,
.noor.54922169 sythan,
,
Bnbn?,
pilla pukaa,Yes
Nenu inka oka sari kuda cheyaledu,No
,
,
Telugu girls for real decent friendship !!,No
Movie name is shaitan ..,No
,
,
,
,
.0___elon_musk_1.0_,
,
Koti,No
,
,
ajas ko leleko jao Aabek bar  .ajas.3785,No
Okkasari Teeskellanna,No
hame gyeto pura focus      billa po hata bata hate ni tere nadh saly action ich,No
,
,
.m_c,
,
,
,
,
,
._naidu     .003,
.shann__,
,
Avanni vaddu esukunnara leda adhi cheppu mundhu,No
E Boku lu endhukura Babu early morning cheeee,No
.a.y___ and wife..,
,
,
.wanted_1.4.3,
Prema guddidhi ante yento anukunna...nizame,No
Atttt,No
,
Detele gadu,No
,
September Lon Memu Erri Pukulam Inam,Yes
ని కామెంట్ బేస్ చేస్కొని ఇంకో ఇంటర్వ్యూ చేస్తారు రాజా బోనస్ గా మనకు అదో దరిద్రం...,
,
,
,
,
,
dey,
,
._sk,
entha karuvu lo unnav ra erri nayala,Yes
Arey danike badhulu purugula mandu tagadam better raa babu,Yes
Avvadu thaggatley jivisthunnarra,No
Devatha kadhu deyyam Ame,No
,
Mari ilaa unnarentra babu,No
,
Makelli oka buthu untadhi mawa me gali gundhala sulli propose lu malli chala mandhi tayaru avtunnaru elanti gabbu video lu valla,No
,
,
Nuo pedha lanja ra oo ra,Yes
,
,
Arey breakup kuda Andi cute kappalaki,No
,
,
Vadentra c.m jagan la feel avutundu,No
,
"""Dettol star"" bharath....   ",No
,
uffff,No
,
Interview tiskunte vadu pedda bokku na kodku,Yes
Pallavi Prasanth bumchik videos,Yes
,
September lo Manu adhavalamu iyamu,No
Vaadenti Jagan laaga act chesthunnadu,No
dhanemma em question raise ayyindhi bhaiyya Neeku keka nuvvu,No
yavadi adu pettukuntadu bro,No
Ory ni jacket ki bokka entra fst n8 ki andulo pedthada enti,No
Devude ninnu devathalaga pampindu anta. Rei Enti ra idi maaku,No
.sai_smart congratulations ah   wishes from  .007    ._____      .r_o_c_k_s_t_a_r,
Cheee dinnama jivitam,Yes
Em Pichi lanjakodukulu thayarainaru ra,Yes
https://www.instagram.com/reel/CxMvONmrmdZ/?igshid=NTc4MTIwNjQ2YQ==,
0.1336,
అరె ఏమైందీ రా,
,
Chee Last ki Niku kuda porodu set ayindu,No
,
Antha Backing Ne Both Sides,No
vundhi YouTube lo,No
,
,
Eppudu vidipoyaru kada ra,No
,
nuvvu ra adi,No
,
వామ్మో.... ఇదేం కామెంట్ నాన్నా,
అక్కడ ఆల్రెడీ bookings అయిపోయాయి. పైగా రేట్ ఎక్కువ,
,
brother oka video pedtha miku personal ga chala funny ga untadhi aa video ni highlight cheyandi bro mana e I'd lo post cheyandi miru okay ante miku video pedthaa chala chala funny ga untadhi,No
brooo,No
Erripukuluu lagaa endhuku raa meeru instal loo untaruu,Yes
,
,
plssss ra nannu sampey better,No
,
bro edharu kalisi interview chese vadiki peti vuntaru,No
Ani muthi meeda meedam kuda ledhu Anni lnj kathalu,No
Vaadu siggu padutunnadu,No
,
,
,
Thapu midhi kadhu raa nadhi instagram download chesanu kadha epudu anubavisthunaa raaa,No
Idonate my eyes,No
arey entra edhiiii,No
,
breakup indi ee couples ki,No
Vadu already full Sergery cheyinchikunnadu ga,No
Idhi comment ante,No
,
Thu,No
Okaridhi okaru hand pump chesukondi mawa brothers,No
Flarting ah lekunte flirting ah ?,
,
,
broo ee interview chudu broo full gaa ee interview medha video chyy,No
"Mullu mullu guchukodam gurinchi neneppudu vinaledu   
 Idhe first tym  ",No
All ready break up kuda ayipoinid prashant gadi I'd chudandi telustadi... Lanjakodaka ani kuda thidtundhi,No
Podu podune e mogalo video kosame insta open chesa anukunta daridram yak thu,No
,
ఏడ దొరికిన సంత ర ఇది...,
,
Pralayam ostadi ani puranallo chadivina.. nijame elantivi jarigutunaka apudu potam ani bayam ga undii,No
.manikanta.___  .koushik._k,
anto chostunamu,No
🏻,
Adi flirting kadu fitting,No
Break up anta Anna!!,No
అరేయ్ జూకర్ ఏంట్రా మాకిది,
Rip,No
.ng9  ._ to,
congratulations bro,No
reyy nve ra adi,No
,
వాడేంటి సిగ్గు పడుతున్నాడు.....,
,
కన్నం లో పెట్టీ పోతాడు లే,
First night sword fight ee mari,No
Badha padaku ra,No
akka anv chud adi okate takkuva,No
vala happiness kosam valaki nachindi pilavadamlo tappuled kada,No
akka nen chepindi ardam inda?,No
,
,
,
,
ummanand Garu aa konam kuda unda meku,No
Sare kani vadu inthaki endhulo pettevadu,No
arey tammudu nen antundi valu transgenders kada manam valani ammayila treat cheyali adi nenu cheptuna andky akka ani anna,No
vallu transgenders ah akka lekapothe tanu transgender ahh,No
vaallu means ..aame,No
,
M G,Yes
yedole akka,No
Gulfaram kallu taginattu ha expersion endi akka,No
,
Entha daridra e kannalu choosta pedta devuda,No
Teh,No
ninne kada divorce ayindi,No
,
,
Comedy,No
,
Arey niku adu aa konam la nachindu raa,No
Sorry sorry Adu kadhu ga Adhii,No
Vaadu peshanth gaani dengutadu.,Yes
Anna please respect Transjenars,No
"Bro baane unnav kada ,poyi poyi pedha actress ne pattukunnav",No
Modala   bro....,Yes
,
.d.h.e.e.r.u.___ congratulations ra,
Vadidagara miter undi kani power ey ledu papam,No
True love bayya,No
,
Three jokers,No
Evar evarni thengutharu,Yes
Anna ithanu kanchana movie lo unnadu kadha,No
Rey entra edi,No
Rey evadra miramtha,
Vachadu...vachaduu,
Niku sulli undi or puk undi adi chuppu ra,Yes
Aadu magadu ra bujii,No
,
Evarni evaru ekkutharu inthaki,Yes
,
Chee dhenamma,Yes
Propose chesindi problem కాదు... ఈ ఎర్రి పూకా టైం తిస్కున్న అన్నాడు.. చుడు.. అదే పెద్ద దారుణం,No
anni yekkuvane,No
Vadu entha karuvulo undoo,No
,
కొన్ని రోజులు పోతే ఇద్దరు మగవాళ్ళే కమిట్ అవ్వాల్సొస్తుందేమో అనిపిస్తుంది,
endhuku purna ala miss cheskunnav ra,No
World lo unna scrap anthe insta lo ne undi  em karma ra nayna,No
Guddu bagu dugchkdra,No
Koja viduva lara,No
Karma ra Naina cheee,No
,
,
"నీ అమ్మ ఎం ""torture"" ర బాబు ఇంట్లో పెళ్ళాం ""torture""month ending EMI ""torture""insta lo Vella ""torture""",
,
Papam vadu entha karuvu lo unnodo,No
